country,date,confirmed_cases,deaths,new_cases,new_deaths
Japan,2020-10-14,90685,1647,552,9
Japan,2020-10-15,91393,1650,708,3
Japan,2020-10-16,92032,1665,639,15
Japan,2020-10-17,92655,1671,623,6
Japan,2020-10-18,93085,1675,430,4
Japan,2020-10-19,93401,1677,316,2
Japan,2020-10-20,93882,1680,481,3
Japan,2020-10-21,94497,1687,615,7
Japan,2020-10-22,95113,1698,616,11
Japan,2020-10-23,95858,1710,745,12
Japan,2020-10-24,96584,1714,726,4
Japan,2020-10-25,97077,1720,493,6
Japan,2020-10-26,97487,1728,410,8
Japan,2020-10-27,98133,1733,646,5
Japan,2020-10-28,98864,1738,731,5
Japan,2020-10-29,99672,1748,808,10
Japan,2020-10-30,100446,1756,774,8
Japan,2020-10-31,101323,1770,877,14
Japan,2020-11-01,101936,1776,613,6
Japan,2020-11-02,102423,1788,487,12
Japan,2020-11-03,103288,1795,865,7
Japan,2020-11-04,103912,1799,624,4
Japan,2020-11-05,104960,1808,1048,9
Japan,2020-11-06,106103,1812,1143,4
Japan,2020-11-07,107436,1817,1333,5
Japan,2020-11-08,108386,1824,950,7
Japan,2020-11-09,109166,1836,780,12
Japan,2020-11-10,110449,1851,1283,15
Japan,2020-11-11,111993,1863,1544,12
Japan,2020-11-12,113652,1873,1659,10
Japan,2020-11-13,115356,1885,1704,12
Japan,2020-11-14,117091,1888,1735,3
Japan,2020-11-15,118530,1895,1439,7
Japan,2020-11-16,119480,1906,950,11
Japan,2020-11-17,121180,1920,1700,14
Japan,2020-11-18,123374,1934,2194,14
Japan,2020-11-19,125759,1955,2385,21
Japan,2020-11-20,128180,1969,2421,14
Japan,2020-11-21,130772,1981,2592,12
Japan,2020-11-22,132931,1988,2159,7
Japan,2020-11-23,134449,1996,1518,8
Japan,2020-11-24,135678,2015,1229,19
Japan,2020-11-25,137620,2036,1942,21
Japan,2020-11-26,140120,2065,2500,29
Japan,2020-11-27,142651,2096,2531,31
Japan,2020-11-28,145326,2110,2675,14
Japan,2020-11-29,147388,2126,2062,16
Japan,2020-11-30,148824,2152,1436,26
Japan,2020-12-01,150857,2193,2033,41
Japan,2020-12-02,153289,2225,2432,32
Japan,2020-12-03,155806,2261,2517,36
Japan,2020-12-04,158258,2306,2452,45
Japan,2020-12-05,160766,2328,2508,22
Japan,2020-12-06,162804,2359,2038,31
Japan,2020-12-07,164335,2398,1531,39
Japan,2020-12-08,166511,2445,2176,47
Japan,2020-12-09,169321,2487,2810,42
Japan,2020-12-10,172290,2513,2969,26
Japan,2020-12-11,175085,2554,2795,41
Japan,2020-12-12,178122,2582,3037,28
Japan,2020-12-13,180505,2602,2383,20
Japan,2020-12-14,182186,2649,1681,47
Japan,2020-12-15,184612,2702,2426,53
Japan,2020-12-16,187608,2755,2996,53
Japan,2020-12-17,190817,2793,3209,38
Japan,2020-12-18,193654,2841,2837,48
Japan,2020-12-19,196643,2881,2989,40
Japan,2020-12-20,199134,2917,2491,36
Japan,2020-12-21,200945,2965,1811,48
Japan,2020-12-22,203639,3013,2694,48
Japan,2020-12-23,206915,3069,3276,56
Japan,2020-12-24,210661,3123,3746,54
Japan,2020-12-25,214493,3187,3832,64
Japan,2020-12-26,218378,3234,3885,47
Japan,2020-12-27,221322,3274,2944,40
Japan,2020-12-28,223719,3325,2397,51
Japan,2020-12-29,227346,3384,3627,59
Japan,2020-12-30,231217,3443,3871,59
Japan,2020-12-31,235749,3492,4532,49
Japan,2021-01-01,239005,3541,3256,49
Japan,2021-01-02,242076,3572,3071,31
Japan,2021-01-03,245242,3632,3166,60
Japan,2021-01-04,248585,3680,3343,48
Japan,2021-01-05,253534,3756,4949,76
Japan,2021-01-06,259583,3821,6049,65
Japan,2021-01-07,267225,3885,7642,64
Japan,2021-01-08,275182,3963,7957,78
Japan,2021-01-09,283036,4022,7854,59
Japan,2021-01-10,289144,4067,6108,45
Japan,2021-01-11,294050,4115,4906,48
Japan,2021-01-12,298647,4179,4597,64
Japan,2021-01-13,304564,4276,5917,97
Japan,2021-01-14,311220,4342,6656,66
Japan,2021-01-15,318393,4420,7173,78
Japan,2021-01-16,325435,4476,7042,56
Japan,2021-01-17,331195,4525,5760,49
Japan,2021-01-18,336132,4583,4937,58
Japan,2021-01-19,341467,4687,5335,104
Japan,2021-01-20,347029,4779,5562,92
Japan,2021-01-21,352693,4873,5664,94
Japan,2021-01-22,357750,4981,5057,108
Japan,2021-01-23,362476,5064,4726,83
Japan,2021-01-24,366466,5120,3990,56
Japan,2021-01-25,369229,5194,2763,74
Japan,2021-01-26,373082,5298,3853,104
Japan,2021-01-27,377056,5388,3974,90
Japan,2021-01-28,381187,5501,4131,113
Japan,2021-01-29,384725,5597,3538,96
Japan,2021-01-30,388067,5688,3342,91
Japan,2021-01-31,390740,5753,2673,65
Japan,2021-02-01,392533,5833,1793,80
Japan,2021-02-02,394857,5952,2324,119
Japan,2021-02-03,397491,6072,2634,120
Japan,2021-02-04,400069,6176,2578,104
Japan,2021-02-05,402439,6282,2370,106
Japan,2021-02-06,404716,6376,2277,94
Japan,2021-02-07,406346,6428,1630,52
Japan,2021-02-08,407563,6511,1217,83
Japan,2021-02-09,409131,6605,1568,94
Japan,2021-02-10,411017,6726,1886,121
Japan,2021-02-11,412707,6804,1690,78
Japan,2021-02-12,414007,6867,1300,63
Japan,2021-02-13,415367,6932,1360,65
Japan,2021-02-14,416729,6970,1362,38
Japan,2021-02-15,417694,7043,965,73
Japan,2021-02-16,419002,7144,1308,101
Japan,2021-02-17,420450,7223,1448,79
Japan,2021-02-18,421986,7299,1536,76
Japan,2021-02-19,423287,7365,1301,66
Japan,2021-02-20,424520,7443,1233,78
Japan,2021-02-21,425552,7493,1032,50
Japan,2021-02-22,426292,7549,740,56
Japan,2021-02-23,427373,7603,1081,54
Japan,2021-02-24,428294,7672,921,69
Japan,2021-02-25,429370,7746,1076,74
Japan,2021-02-26,430424,7826,1054,80
Japan,2021-02-27,431637,7867,1213,41
Japan,2021-02-28,432636,7897,999,30
Japan,2021-03-01,433334,7948,698,51
Japan,2021-03-02,434222,8013,888,65
Japan,2021-03-03,435465,8076,1243,63
Japan,2021-03-04,436634,8143,1169,67
Japan,2021-03-05,437782,8198,1148,55
Japan,2021-03-06,438825,8238,1043,40
Japan,2021-03-07,439896,8262,1071,24
Japan,2021-03-08,440496,8307,600,45
Japan,2021-03-09,441623,8365,1127,58
Japan,2021-03-10,442936,8419,1313,54
Japan,2021-03-11,444253,8464,1317,45
Japan,2021-03-12,445524,8522,1271,58
Japan,2021-03-13,446843,8573,1319,51
Japan,2021-03-14,447830,8595,987,22
Japan,2021-03-15,448525,8633,695,38
Japan,2021-03-16,449658,8690,1133,57
Japan,2021-03-17,451191,8733,1533,43
Japan,2021-03-18,452688,8765,1497,32
Japan,2021-03-19,454151,8798,1463,33
Japan,2021-03-20,455667,8817,1516,19
Japan,2021-03-21,456785,8837,1118,20
Japan,2021-03-22,457601,8870,816,33
Japan,2021-03-23,459101,8923,1500,53
Japan,2021-03-24,461018,8944,1917,21
Japan,2021-03-25,462933,8971,1915,27
Japan,2021-03-26,464958,9004,2025,33
Japan,2021-03-27,467029,9036,2071,32
Japan,2021-03-28,468811,9065,1782,29
Japan,2021-03-29,470156,9094,1345,29
Japan,2021-03-30,472243,9127,2087,33
Japan,2021-03-31,475086,9176,2843,49
Japan,2021-04-01,477691,9194,2605,18
Japan,2021-04-02,480445,9216,2754,22
Japan,2021-04-03,483217,9224,2772,8
Japan,2021-04-04,485684,9236,2467,12
Japan,2021-04-05,487255,9255,1571,19
Japan,2021-04-06,489921,9283,2666,28
Japan,2021-04-07,493369,9313,3448,30
Japan,2021-04-08,496865,9338,3496,25
Japan,2021-04-09,500353,9365,3488,27
Japan,2021-04-10,504118,9392,3765,27
Japan,2021-04-11,506954,9409,2836,17
Japan,2021-04-12,509058,9433,2104,24
Japan,2021-04-13,512510,9477,3452,44
Japan,2021-04-14,516817,9511,4307,34
Japan,2021-04-15,521386,9546,4569,35
Japan,2021-04-16,525910,9592,4524,46
Japan,2021-04-17,530703,9633,4793,41
Japan,2021-04-18,534787,9649,4084,16
Japan,2021-04-19,537690,9679,2903,30
Japan,2021-04-20,542040,9724,4350,45
Japan,2021-04-21,547326,9774,5286,50
Japan,2021-04-22,552818,9816,5492,42
Japan,2021-04-23,557922,9872,5104,56
Japan,2021-04-24,563517,9926,5595,54
Japan,2021-04-25,568116,9977,4599,51
Japan,2021-04-26,571430,10012,3314,35
Japan,2021-04-27,576391,10075,4961,63
Japan,2021-04-28,582174,10126,5783,51
Japan,2021-04-29,588087,10204,5913,78
Japan,2021-04-30,592771,10243,4684,39
Japan,2021-05-01,598754,10326,5983,83
Japan,2021-05-02,604644,10387,5890,61
Japan,2021-05-03,609108,10436,4464,49
Japan,2021-05-04,613298,10486,4190,50
Japan,2021-05-05,617358,10546,4060,60
Japan,2021-05-06,621728,10611,4370,65
Japan,2021-05-07,627778,10759,6050,148
Japan,2021-05-08,635016,10845,7238,86
Japan,2021-05-09,641500,10910,6484,65
Japan,2021-05-10,646440,10981,4940,71
Japan,2021-05-11,652675,11094,6235,113
Japan,2021-05-12,659726,11200,7051,106
Japan,2021-05-13,666600,11301,6874,101
Japan,2021-05-14,672862,11382,6262,81
Japan,2021-05-15,679279,11476,6417,94
Japan,2021-05-16,684535,11523,5256,47
Japan,2021-05-17,688212,11645,3677,122
Japan,2021-05-18,693436,11861,5224,216
Japan,2021-05-19,699227,11958,5791,97
Japan,2021-05-20,704939,12063,5712,105
Japan,2021-05-21,710184,12175,5245,112
Japan,2021-05-22,715219,12258,5035,83
Japan,2021-05-23,719258,12320,4039,62
Japan,2021-05-24,721969,12405,2711,85
Japan,2021-05-25,725861,12509,3892,104
Japan,2021-05-26,730394,12625,4533,116
Japan,2021-05-27,734526,12744,4132,119
Japan,2021-05-28,738229,12839,3703,95
Japan,2021-05-29,741822,12930,3593,91
Japan,2021-05-30,744696,12979,2874,49
Japan,2021-05-31,746487,13059,1791,80
Japan,2021-06-01,749126,13160,2639,101
Japan,2021-06-02,752160,13273,3034,113
Japan,2021-06-03,754991,13384,2831,111
Japan,2021-06-04,757583,13470,2592,86
Japan,2021-06-05,760233,13534,2650,64
Japan,2021-06-06,762253,13584,2020,50
Japan,2021-06-07,763533,13659,1280,75
Japan,2021-06-08,765414,13758,1881,99
Japan,2021-06-09,767652,13854,2238,96
Japan,2021-06-10,769694,13925,2042,71
Japan,2021-06-11,771628,13988,1934,63
Japan,2021-06-12,773569,14043,1941,55
Japan,2021-06-13,774951,14075,1382,32
Japan,2021-06-14,775884,14135,933,60
Japan,2021-06-15,777301,14202,1417,67
Japan,2021-06-16,779008,14282,1707,80
Japan,2021-06-17,780558,14329,1550,47
Japan,2021-06-18,782178,14377,1620,48
Japan,2021-06-19,783696,14405,1518,28
Japan,2021-06-20,785002,14425,1306,20
Japan,2021-06-21,785870,14460,868,35
Japan,2021-06-22,787305,14504,1435,44
Japan,2021-06-23,789085,14563,1780,59
Japan,2021-06-24,790759,14605,1674,42
Japan,2021-06-25,792469,14636,1710,31
Japan,2021-06-26,794100,14665,1631,29
Japan,2021-06-27,795382,14675,1282,10
Japan,2021-06-28,796383,14713,1001,38
Japan,2021-06-29,797763,14743,1380,30
Japan,2021-06-30,799583,14784,1820,41
Japan,2021-07-01,801337,14808,1754,24
Japan,2021-07-02,803112,14833,1775,25
Japan,2021-07-03,804990,14842,1878,9
Japan,2021-07-04,806475,14848,1485,6
Japan,2021-07-05,807504,14867,1029,19
Japan,2021-07-06,809172,14889,1668,22
Japan,2021-07-07,811361,14903,2189,14
Japan,2021-07-08,813607,14920,2246,17
Japan,2021-07-09,815883,14940,2276,20
Japan,2021-07-10,818341,14951,2458,11
Japan,2021-07-11,820371,14957,2030,6
Japan,2021-07-12,821876,14960,1505,3
Japan,2021-07-13,824260,14978,2384,18
Japan,2021-07-14,827452,14998,3192,20
Japan,2021-07-15,830870,15020,3418,22
Japan,2021-07-16,834303,15030,3433,10
Japan,2021-07-17,838189,15046,3886,16
Japan,2021-07-18,841290,15050,3101,4
Japan,2021-07-19,843618,15062,2328,12
Japan,2021-07-20,847377,15082,3759,20
Japan,2021-07-21,852326,15102,4949,20
Japan,2021-07-22,857725,15108,5399,6
Japan,2021-07-23,861959,15116,4234,8
Japan,2021-07-24,865553,15124,3594,8
Japan,2021-07-25,870592,15128,5039,4
Japan,2021-07-26,875301,15140,4709,12
Japan,2021-07-27,882971,15152,7670,12
Japan,2021-07-28,892599,15161,9628,9
Japan,2021-07-29,903351,15175,10752,14
Japan,2021-07-30,914182,15184,10831,9
Japan,2021-07-31,926604,15193,12422,9
Japan,2021-08-01,936852,15198,10248,5
Japan,2021-08-02,945330,15209,8478,11
Japan,2021-08-03,957431,15219,12101,10
Japan,2021-08-04,971743,15233,14312,14
Japan,2021-08-05,987060,15241,15317,8
Japan,2021-08-06,1002867,15261,15807,20
Japan,2021-08-07,1018688,15275,15821,14
Japan,2021-08-08,1033214,15284,14526,9
Japan,2021-08-09,1045392,15296,12178,12
Japan,2021-08-10,1056125,15315,10733,19
Japan,2021-08-11,1072153,15335,16028,20
Japan,2021-08-12,1091187,15359,19034,24
Japan,2021-08-13,1111683,15384,20496,25
Japan,2021-08-14,1131986,15402,20303,18
Japan,2021-08-15,1149874,15412,17888,10
Japan,2021-08-16,1164881,15439,15007,27
Japan,2021-08-17,1184986,15486,20105,47
Japan,2021-08-18,1209082,15516,24096,30
Japan,2021-08-19,1234423,15544,25341,28
Japan,2021-08-20,1260415,15580,25992,36
Japan,2021-08-21,1286077,15614,25662,34
Japan,2021-08-22,1308422,15638,22345,24
Japan,2021-08-23,1325346,15670,16924,32
Japan,2021-08-24,1347015,15712,21669,42
Japan,2021-08-25,1371426,15757,24411,45
Japan,2021-08-26,1396464,15809,25038,52
Japan,2021-08-27,1420783,15866,24319,57
Japan,2021-08-28,1443642,15908,22859,42
Japan,2021-08-29,1462979,15957,19337,49
Japan,2021-08-30,1476653,16003,13674,46
Japan,2021-08-31,1494372,16067,17719,64
Japan,2021-09-01,1514400,16138,20028,71
Japan,2021-09-02,1532616,16203,18216,65
Japan,2021-09-03,1549337,16267,16721,64
Japan,2021-09-04,1565351,16327,16014,60
Japan,2021-09-05,1578258,16358,12907,31
Japan,2021-09-06,1586482,16398,8224,40
Japan,2021-09-07,1597089,16460,10607,62
Japan,2021-09-08,1609477,16549,12388,89
Japan,2021-09-09,1619873,16637,10396,88
Japan,2021-09-10,1628732,16705,8859,68
Japan,2021-09-11,1637534,16761,8802,56
Japan,2021-09-12,1644747,16802,7213,41
Japan,2021-09-13,1648920,16851,4173,49
Japan,2021-09-14,1655199,16906,6279,55
Japan,2021-09-15,1662008,16980,6809,74
Japan,2021-09-16,1667699,17043,5691,63
Japan,2021-09-17,1672812,17107,5113,64
Japan,2021-09-18,1677512,17170,4700,63
Japan,2021-09-19,1680908,17211,3396,41
Japan,2021-09-20,1683129,17234,2221,23
Japan,2021-09-21,1684899,17281,1770,47
Japan,2021-09-22,1688142,17335,3243,54
Japan,2021-09-23,1691743,17384,3601,49
Japan,2021-09-24,1693838,17429,2095,45
Japan,2021-09-25,1696508,17462,2670,33
Japan,2021-09-26,1698644,17483,2136,21
Japan,2021-09-27,1699792,17511,1148,28
Japan,2021-09-28,1701514,17561,1722,50
Japan,2021-09-29,1703497,17609,1983,48
Japan,2021-09-30,1705072,17651,1575,42
Japan,2021-10-01,1706516,17685,1444,34
Japan,2021-10-02,1707759,17717,1243,32
Japan,2021-10-03,1708726,17734,967,17
Japan,2021-10-04,1709325,17758,599,24
Japan,2021-10-05,1710304,17794,979,36
Japan,2021-10-06,1711429,17820,1125,26
Japan,2021-10-07,1712401,17859,972,39
Japan,2021-10-08,1713228,17905,827,46
Japan,2021-10-09,1714002,17929,774,24
Japan,2021-10-10,1714555,17939,553,10
Japan,2021-10-11,1714924,17959,369,20
Japan,2021-10-12,1715531,17989,607,30
Japan,2021-10-13,1716262,18022,731,33
Japan,2021-10-14,1716879,18055,617,33
Japan,2021-10-15,1717396,18078,517,23
Japan,2021-10-16,1717896,18091,500,13
Japan,2021-10-17,1718324,18104,428,13
Japan,2021-10-18,1718554,18121,230,17
Japan,2021-10-19,1718925,18148,371,27
Japan,2021-10-20,1719313,18158,388,10
Japan,2021-10-21,1719656,18174,343,16
Japan,2021-10-22,1719980,18186,324,12
Japan,2021-10-23,1720263,18191,283,5
Japan,2021-10-24,1720495,18199,232,8
Japan,2021-10-25,1720646,18206,151,7
Japan,2021-10-26,1720956,18221,310,15
Japan,2021-10-27,1721266,18228,310,7
Japan,2021-10-28,1721539,18237,273,9
Japan,2021-10-29,1721831,18253,292,16
Japan,2021-10-30,1722115,18260,284,7
Japan,2021-10-31,1722343,18267,228,7
Japan,2021-11-01,1722427,18274,84,7
Japan,2021-11-02,1722648,18281,221,7
Japan,2021-11-03,1722912,18289,264,8
Japan,2021-11-04,1723070,18295,158,6
Japan,2021-11-05,1723295,18307,225,12
Japan,2021-11-06,1723525,18309,230,2
Japan,2021-11-07,1723682,18309,157,0
Japan,2021-11-08,1723782,18312,100,3
Japan,2021-11-09,1723976,18315,194,3
Japan,2021-11-10,1724203,18318,227,3
Japan,2021-11-11,1724418,18322,215,4
Japan,2021-11-12,1724619,18323,201,1
Japan,2021-11-13,1724813,18324,194,1
Japan,2021-11-14,1724958,18326,145,2
Japan,2021-11-15,1725036,18327,78,1
Japan,2021-11-16,1725187,18331,151,4
Japan,2021-11-17,1725391,18336,204,5
Japan,2021-11-18,1725539,18341,148,5
Japan,2021-11-19,1725692,18341,153,0
Japan,2021-11-20,1725796,18346,104,5
Japan,2021-11-21,1725953,18346,157,0
Japan,2021-11-22,1726002,18348,49,2
Japan,2021-11-23,1726113,18350,111,2
Japan,2021-11-24,1726190,18352,77,2
Japan,2021-11-25,1726309,18354,119,2
Japan,2021-11-26,1726430,18356,121,2
Japan,2021-11-27,1726555,18357,125,1
Japan,2021-11-28,1726627,18357,72,0
Japan,2021-11-29,1726709,18358,82,1
Japan,2021-11-30,1726798,18360,89,2
Japan,2021-12-01,1726913,18361,115,1
Japan,2021-12-02,1727030,18362,117,1
Japan,2021-12-03,1727188,18363,158,1
Japan,2021-12-04,1727308,18363,120,0
Japan,2021-12-05,1727412,18363,104,0
Japan,2021-12-06,1727493,18364,81,1
Japan,2021-12-07,1727604,18366,111,2
Japan,2021-12-08,1727739,18369,135,3
Japan,2021-12-09,1727893,18370,154,1
Japan,2021-12-10,1728039,18371,146,1
Japan,2021-12-11,1728176,18372,137,1
Japan,2021-12-12,1728311,18372,135,0
Japan,2021-12-13,1728388,18373,77,1
Japan,2021-12-14,1728527,18374,139,1
Japan,2021-12-15,1728686,18375,159,1
Japan,2021-12-16,1728861,18378,175,3
Japan,2021-12-17,1729048,18378,187,0
Japan,2021-12-18,1729248,18378,200,0
Japan,2021-12-19,1729421,18378,173,0
Japan,2021-12-20,1729555,18379,134,1
Japan,2021-12-21,1729814,18381,259,2
Japan,2021-12-22,1730065,18383,251,2
Japan,2021-12-23,1730353,18385,288,2
Japan,2021-12-24,1730699,18385,346,0
Japan,2021-12-25,1731018,18386,319,1
Japan,2021-12-26,1731281,18386,263,0
Japan,2021-12-27,1731495,18386,214,0
Japan,2021-12-28,1731808,18388,313,2
Japan,2021-12-29,1732275,18392,467,4
Japan,2021-12-30,1732810,18392,535,0
Japan,2021-12-31,1733307,18392,497,0
Japan,2022-01-01,1733835,18392,528,0
Japan,2022-01-02,1734463,18394,628,2
Japan,2022-01-03,1735244,18395,781,1
Japan,2022-01-04,1736510,18396,1266,1
Japan,2022-01-05,1738998,18397,2488,1
Japan,2022-01-06,1743442,18398,4444,1
Japan,2022-01-07,1749686,18399,6244,1
Japan,2022-01-08,1758297,18401,8611,2
Japan,2022-01-09,1766539,18402,8242,1
Japan,2022-01-10,1772969,18404,6430,2
Japan,2022-01-11,1779343,18406,6374,2
Japan,2022-01-12,1792578,18411,13235,5
Japan,2022-01-13,1811255,18415,18677,4
Japan,2022-01-14,1833475,18426,22220,11
Japan,2022-01-15,1859208,18432,25733,6
Japan,2022-01-16,1884687,18432,25479,0
Japan,2022-01-17,1905685,18436,20998,4
Japan,2022-01-18,1938027,18446,32342,10
Japan,2022-01-19,1979505,18461,41478,15
Japan,2022-01-20,2025683,18470,46178,9
Japan,2022-01-21,2075528,18479,49845,9
Japan,2022-01-22,2129939,18496,54411,17
Japan,2022-01-23,2179922,18510,49983,14
Japan,2022-01-24,2224761,18527,44839,17
Japan,2022-01-25,2287375,18570,62614,43
Japan,2022-01-26,2358972,18604,71597,34
Japan,2022-01-27,2437984,18651,79012,47
Japan,2022-01-28,2519772,18695,81788,44
Japan,2022-01-29,2604661,18737,84889,42
Japan,2022-01-30,2682767,18767,78106,30
Japan,2022-01-31,2743726,18815,60959,48
Japan,2022-02-01,2825414,18885,81688,70
Japan,2022-02-02,2920300,18967,94886,82
Japan,2022-02-03,3024742,19057,104442,90
Japan,2022-02-04,3122919,19160,98177,103
Japan,2022-02-05,3225194,19276,102275,116
Japan,2022-02-06,3315180,19344,89986,68
Japan,2022-02-07,3383184,19457,68004,113
Japan,2022-02-08,3484368,19616,101184,159
Japan,2022-02-09,3582167,19778,97799,162
Japan,2022-02-10,3681890,19942,99723,164
Japan,2022-02-11,3780239,20092,98349,150
Japan,2022-02-12,3848672,20237,68433,145
Japan,2022-02-13,3926107,20374,77435,137
Japan,2022-02-14,3986217,20523,60110,149
Japan,2022-02-15,4070412,20759,84195,236
Japan,2022-02-16,4161342,20989,90930,230
Japan,2022-02-17,4256522,21260,95180,271
Japan,2022-02-18,4344220,21470,87698,210
Japan,2022-02-19,4425739,21688,81519,218
Japan,2022-02-20,4497233,21847,71494,159
Japan,2022-02-21,4549142,22020,51909,173
Japan,2022-02-22,4618759,22342,69617,322
Japan,2022-02-23,4699110,22588,80351,246
Japan,2022-02-24,4760332,22794,61222,206
Japan,2022-02-25,4825972,23072,65640,278
Japan,2022-02-26,4898120,23328,72148,256
Japan,2022-02-27,4961816,23472,63696,144
Japan,2022-02-28,5012908,23670,51092,198
Japan,2022-03-01,5078276,23908,65368,238
Japan,2022-03-02,5150876,24143,72600,235
Japan,2022-03-03,5221144,24401,70268,258
Japan,2022-03-04,5284831,24635,63687,234
Japan,2022-03-05,5348422,24819,63591,184
Japan,2022-03-06,5402455,24951,54033,132
Japan,2022-03-07,5439457,25071,37002,120
Japan,2022-03-08,5493395,25320,53938,249
Japan,2022-03-09,5557262,25533,63867,213
Japan,2022-03-10,5618325,25721,61063,188
Japan,2022-03-11,5674311,25930,55986,209
Japan,2022-03-12,5729537,26071,55226,141
Japan,2022-03-13,5780484,26161,50947,90
Japan,2022-03-14,5812843,26277,32359,116
Japan,2022-03-15,5863778,26465,50935,188
Japan,2022-03-16,5921690,26628,57912,163
Japan,2022-03-17,5975168,26799,53478,171
Japan,2022-03-18,6024350,26955,49182,156
Japan,2022-03-19,6068943,27059,44593,104
Japan,2022-03-20,6108503,27125,39560,66
Japan,2022-03-21,6136069,27183,27566,58
Japan,2022-03-22,6156221,27254,20152,71
Japan,2022-03-23,6197583,27376,41362,122
Japan,2022-03-24,6247334,27502,49751,126
Japan,2022-03-25,6294771,27617,47437,115
Japan,2022-03-26,6342100,27718,47329,101
Japan,2022-03-27,6385448,27779,43348,61
Japan,2022-03-28,6415168,27844,29720,65
Japan,2022-03-29,6459761,27926,44593,82
Japan,2022-03-30,6513370,28022,53609,96
Japan,2022-03-31,6565019,28124,51649,102
Japan,2022-04-01,6614278,28202,49259,78
Japan,2022-04-02,6663087,28257,48809,55
Japan,2022-04-03,6710303,28291,47216,34
Japan,2022-04-04,6740558,28336,30255,45
Japan,2022-04-05,6786356,28400,45798,64
Japan,2022-04-06,6841117,28466,54761,66
Japan,2022-04-07,6895996,28535,54879,69
Japan,2022-04-08,6948130,28604,52134,69
Japan,2022-04-09,7000759,28653,52629,49
Japan,2022-04-10,7049807,28692,49048,39
Japan,2022-04-11,7082903,28726,33096,34
Japan,2022-04-12,7132975,28773,50072,47
Japan,2022-04-13,7190641,28840,57666,67
Japan,2022-04-14,7245842,28892,55201,52
Japan,2022-04-15,7295539,28954,49697,62
Japan,2022-04-16,7343063,29002,47524,48
Japan,2022-04-17,7382268,29029,39205,27
Japan,2022-04-18,7406848,29056,24580,27
Japan,2022-04-19,7447674,29108,40826,52
Japan,2022-04-20,7495555,29157,47881,49
Japan,2022-04-21,7542666,29209,47111,52
Japan,2022-04-22,7585564,29260,42898,51
Japan,2022-04-23,7629456,29294,43892,34
Japan,2022-04-24,7668131,29309,38675,15
Japan,2022-04-25,7692973,29348,24842,39
Japan,2022-04-26,7733523,29413,40550,65
Japan,2022-04-27,7779777,29473,46254,60
Japan,2022-04-28,7821448,29512,41671,39
Japan,2022-04-29,7858117,29557,36669,45
Japan,2022-04-30,7883149,29571,25032,14
Japan,2022-05-01,7910179,29605,27030,34
Japan,2022-05-02,7929437,29635,19258,30
Japan,2022-05-03,7959950,29690,30513,55
Japan,2022-05-04,7986412,29710,26462,20
Japan,2022-05-05,8007124,29728,20712,18
Japan,2022-05-06,8028779,29765,21655,37
Japan,2022-05-07,8068007,29792,39228,27
Japan,2022-05-08,8110413,29818,42406,26
Japan,2022-05-09,8138766,29851,28353,33
Japan,2022-05-10,8180756,29902,41990,51
Japan,2022-05-11,8227154,29943,46398,41
Japan,2022-05-12,8268802,29975,41648,32
Japan,2022-05-13,8308372,30010,39570,35
Japan,2022-05-14,8347702,30040,39330,30
Japan,2022-05-15,8382913,30065,35211,25
Japan,2022-05-16,8404699,30091,21786,26
Japan,2022-05-17,8441494,30130,36795,39
Japan,2022-05-18,8483562,30180,42068,50
Japan,2022-05-19,8523132,30216,39570,36
Japan,2022-05-20,8560475,30260,37343,44
Japan,2022-05-21,8596323,30291,35848,31
Japan,2022-05-22,8628164,30309,31841,18
Japan,2022-05-23,8646671,30340,18507,31
Japan,2022-05-24,8679163,30382,32492,42
Japan,2022-05-25,8714263,30425,35100,43
Japan,2022-05-26,8745175,30467,30912,42
Japan,2022-05-27,8772867,30505,27692,38
Japan,2022-05-28,8798523,30541,25656,36
Japan,2022-05-29,8819323,30560,20800,19
Japan,2022-05-30,8831651,30584,12328,24
Japan,2022-05-31,8853455,30623,21804,39
Japan,2022-06-01,8876113,30659,22658,36
Japan,2022-06-02,8896430,30682,20317,23
Japan,2022-06-03,8915687,30714,19257,32
Japan,2022-06-04,8933945,30737,18258,23
Japan,2022-06-05,8949039,30753,15094,16
Japan,2022-06-06,8958140,30777,9101,24
Japan,2022-06-07,8975161,30803,17021,26
Japan,2022-06-08,8993568,30824,18407,21
Japan,2022-06-09,9010356,30847,16788,23
Japan,2022-06-10,9025940,30868,15584,21
Japan,2022-06-11,9041278,30883,15338,15
Japan,2022-06-12,9054719,30892,13441,9
Japan,2022-06-13,9062661,30913,7942,21
Japan,2022-06-14,9077975,30942,15314,29
Japan,2022-06-15,9094519,30965,16544,23
Japan,2022-06-16,9110063,30985,15544,20
Japan,2022-06-17,9124760,31003,14697,18
Japan,2022-06-18,9139597,31023,14837,20
Japan,2022-06-19,9152738,31033,13141,10
Japan,2022-06-20,9160533,31046,7795,13
Japan,2022-06-21,9175927,31063,15394,17
Japan,2022-06-22,9193205,31078,17278,15
Japan,2022-06-23,9209862,31093,16657,15
Japan,2022-06-24,9225840,31108,15978,15
Japan,2022-06-25,9242413,31117,16573,9
Japan,2022-06-26,9256660,31129,14247,12
Japan,2022-06-27,9266214,31142,9554,13
Japan,2022-06-28,9285592,31250,19378,108
Japan,2022-06-29,9308916,31267,23324,17
Japan,2022-06-30,9332302,31281,23386,14
Japan,2022-07-01,9355427,31302,23125,21
